event_id,incident_date,incident_time,site,department,shift,incident_type,description,injury_outcome,recordable,lost_time,near_miss,potential_sif,severity,frequency,critical_control_verified,inspection_completion_rate,training_compliance_pct,exposure_hours,latitude,longitude,risk_score
HSE-1246,2026-04-07,18:20,Kakamega Depot,Logistics,Day,Struck By,Struck By event reported at Kakamega Depot during day shift.,Restricted Work,True,False,False,False,2,4,True,88.5,98.5,1105,0.2827,34.7519,8
HSE-1247,2026-04-08,06:20,Kisumu Depot,Operations,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Kisumu Depot during day shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,5,3,True,87.0,88.0,1396,-0.0917,34.768,15
HSE-1248,2026-04-08,02:00,Wajir Depot,Operations,Night,Equipment Contact,Equipment Contact event reported at Wajir Depot during night shift.,Medical Treatment,True,False,False,False,3,3,True,90.6,92.8,953,1.7471,40.0573,9
HSE-1249,2026-04-09,17:30,Nairobi Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Nairobi Depot during day shift.,Lost Time,True,False,False,False,2,3,True,71.4,96.0,1378,-1.2921,36.8219,6
HSE-1250,2026-04-09,02:50,Mombasa Depot,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Mombasa Depot during night shift.,Medical Treatment,True,True,False,False,4,4,True,86.7,90.8,1156,-4.0435,39.6682,16
HSE-1251,2026-04-09,09:30,Wajir Depot,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Wajir Depot during day shift.,Near Miss,False,False,True,False,0,1,True,84.2,92.8,1395,1.7471,40.0573,0
HSE-1252,2026-04-10,17:20,Nairobi Depot,Logistics,Day,Equipment Contact,Equipment Contact event reported at Nairobi Depot during day shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,4,4,True,92.3,87.5,862,-1.2921,36.8219,16
HSE-1253,2026-04-10,11:10,Mombasa Depot,Operations,Day,Struck By,Struck By event reported at Mombasa Depot during day shift.,First Aid,True,True,False,False,5,4,True,88.0,84.8,892,-4.0435,39.6682,20
HSE-1254,2026-04-10,00:40,Nyeri Depot,Maintenance,Night,Chemical Exposure,Chemical Exposure event reported at Nyeri Depot during night shift.,First Aid,True,False,False,False,3,2,True,87.1,90.7,993,-0.4201,36.9476,6
HSE-1255,2026-04-12,22:00,Nairobi Depot,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Nairobi Depot during night shift.,Restricted Work,False,False,False,False,1,4,True,88.9,92.0,1189,-1.2921,36.8219,4
HSE-1256,2026-04-12,15:40,Nyeri Depot,Operations,Day,Struck By,Struck By event reported at Nyeri Depot during day shift.,Near Miss,False,False,True,False,0,4,False,93.8,98.1,1225,-0.4201,36.9476,0
HSE-1257,2026-04-13,16:10,Mombasa Depot,Logistics,Day,Slip / Trip,Worker slipped near transfer walkway at Mombasa Depot during day shift.,First Aid,False,False,False,False,1,2,True,100.0,94.1,1253,-4.0435,39.6682,2
HSE-1258,2026-04-13,06:20,Nyeri Depot,Operations,Day,Struck By,Struck By event reported at Nyeri Depot during day shift.,First Aid,True,False,False,False,2,5,True,100.0,84.8,1115,-0.4201,36.9476,10
HSE-1259,2026-04-13,11:20,Wajir Depot,Operations,Day,Manual Handling,Manual Handling event reported at Wajir Depot during day shift.,First Aid,False,False,False,False,1,2,True,86.2,92.2,862,1.7471,40.0573,2
HSE-1260,2026-04-13,17:10,Mandera Depot,Maintenance,Day,Struck By,Struck By event reported at Mandera Depot during day shift.,Lost Time,False,False,False,False,1,2,True,79.3,94.4,938,3.9373,41.8569,2
HSE-1261,2026-04-14,09:40,Nairobi Depot,Operations,Day,Equipment Contact,Equipment Contact event reported at Nairobi Depot during day shift. Credible worst case could be life-altering.,Near Miss,False,True,True,True,3,2,True,96.3,91.3,1329,-1.2921,36.8219,6
HSE-1262,2026-04-14,17:30,Kakamega Depot,Operations,Day,Equipment Contact,Equipment Contact event reported at Kakamega Depot during day shift.,First Aid,False,False,False,False,1,4,True,90.5,97.7,1004,0.2827,34.7519,4
HSE-1263,2026-04-14,17:20,Wajir Depot,Maintenance,Day,Chemical Exposure,Chemical Exposure event reported at Wajir Depot during day shift.,First Aid,True,False,False,False,3,4,True,59.3,86.0,1319,1.7471,40.0573,12
HSE-1264,2026-04-15,22:40,Kisumu Depot,Operations,Night,Equipment Contact,Equipment Contact event reported at Kisumu Depot during night shift.,Medical Treatment,False,False,False,False,1,2,True,61.3,92.4,1190,-0.0917,34.768,2
HSE-1265,2026-04-16,00:10,Mombasa Depot,Operations,Night,Manual Handling,Manual Handling event reported at Mombasa Depot during night shift.,First Aid,True,False,False,False,3,5,True,87.5,82.1,1221,-4.0435,39.6682,15
HSE-1266,2026-04-16,16:50,Kisumu Depot,Logistics,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Kisumu Depot during day shift. Credible worst case could be life-altering.,Medical Treatment,True,False,False,True,3,1,True,92.3,85.9,1086,-0.0917,34.768,3
HSE-1267,2026-04-16,17:50,Wajir Depot,Operations,Day,Equipment Contact,Equipment Contact event reported at Wajir Depot during day shift. Credible worst case could be life-altering.,Lost Time,True,False,False,True,3,5,True,100.0,92.9,1033,1.7471,40.0573,15
HSE-1268,2026-04-16,18:40,Mandera Depot,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Mandera Depot during day shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,5,5,False,93.3,90.4,994,3.9373,41.8569,25
HSE-1269,2026-04-17,14:10,Nairobi Depot,Operations,Day,Manual Handling,Manual Handling event reported at Nairobi Depot during day shift.,First Aid,False,False,False,False,1,2,True,66.7,82.7,1110,-1.2921,36.8219,2
HSE-1270,2026-04-17,08:10,Nyeri Depot,Logistics,Day,Slip / Trip,Worker slipped near transfer walkway at Nyeri Depot during day shift.,Restricted Work,True,True,False,False,4,4,True,83.3,98.1,1201,-0.4201,36.9476,16
HSE-1271,2026-04-17,06:30,Wajir Depot,Maintenance,Day,Chemical Exposure,Chemical Exposure event reported at Wajir Depot during day shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,5,5,True,100.0,93.1,1343,1.7471,40.0573,25
HSE-1272,2026-04-18,22:00,Nairobi Depot,Maintenance,Night,Near Miss,Near Miss event reported at Nairobi Depot during night shift.,Near Miss,False,False,True,False,0,1,False,86.7,93.7,1263,-1.2921,36.8219,0
HSE-1273,2026-04-18,14:40,Mandera Depot,Utilities,Day,Manual Handling,Manual Handling event reported at Mandera Depot during day shift.,First Aid,True,False,False,False,3,3,True,100.0,92.9,1164,3.9373,41.8569,9
HSE-1274,2026-04-19,08:00,Nyeri Depot,Operations,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Nyeri Depot during day shift.,Restricted Work,True,False,False,False,2,3,False,100.0,91.6,1390,-0.4201,36.9476,6
HSE-1275,2026-04-21,01:00,Mombasa Depot,Maintenance,Night,Slip / Trip,Worker slipped near transfer walkway at Mombasa Depot during night shift.,First Aid,True,False,False,False,3,3,False,80.0,89.1,1063,-4.0435,39.6682,9
HSE-1276,2026-04-21,16:50,Nyeri Depot,Maintenance,Day,Fall From Height,Elevated work task had incomplete edge protection at Nyeri Depot. Credible worst case could be life-altering.,First Aid,True,False,False,True,3,1,True,75.0,85.4,1042,-0.4201,36.9476,3
HSE-1277,2026-04-21,09:50,Kisumu Depot,Maintenance,Day,Manual Handling,Manual Handling event reported at Kisumu Depot during day shift.,Restricted Work,False,False,False,False,1,2,False,95.5,92.4,898,-0.0917,34.768,2
HSE-1278,2026-04-22,00:10,Nairobi Depot,Logistics,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Nairobi Depot during night shift.,Lost Time,True,True,False,False,5,3,True,84.6,84.9,949,-1.2921,36.8219,15
HSE-1279,2026-04-22,11:50,Mombasa Depot,Logistics,Day,Chemical Exposure,Chemical Exposure event reported at Mombasa Depot during day shift.,Restricted Work,False,False,False,False,1,1,True,84.4,82.3,1124,-4.0435,39.6682,1
HSE-1280,2026-04-22,09:00,Kisumu Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Kisumu Depot during day shift.,Near Miss,False,False,True,False,0,1,True,76.2,82.8,1172,-0.0917,34.768,0
HSE-1281,2026-04-22,16:20,Wajir Depot,Operations,Day,Equipment Contact,Equipment Contact event reported at Wajir Depot during day shift. Credible worst case could be life-altering.,First Aid,True,False,False,True,3,3,True,84.4,82.2,1013,1.7471,40.0573,9
HSE-1282,2026-04-22,02:30,Mandera Depot,Operations,Night,Near Miss,Near Miss event reported at Mandera Depot during night shift.,Near Miss,False,False,True,False,0,3,True,51.6,94.0,1193,3.9373,41.8569,0
HSE-1283,2026-04-23,12:50,Nairobi Depot,Utilities,Day,Manual Handling,Manual Handling event reported at Nairobi Depot during day shift.,Lost Time,True,False,False,False,2,4,True,67.7,86.4,1104,-1.2921,36.8219,8
HSE-1284,2026-04-23,18:20,Nyeri Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Nyeri Depot during day shift.,Medical Treatment,True,True,False,False,4,1,True,100.0,86.7,1101,-0.4201,36.9476,4
HSE-1285,2026-04-23,22:00,Wajir Depot,Utilities,Night,Slip / Trip,Worker slipped near transfer walkway at Wajir Depot during night shift.,Medical Treatment,True,True,False,False,5,1,True,63.3,85.1,974,1.7471,40.0573,5
HSE-1286,2026-04-24,15:30,Nairobi Depot,Logistics,Day,Struck By,Struck By event reported at Nairobi Depot during day shift.,Medical Treatment,True,True,False,False,5,2,True,68.0,93.0,924,-1.2921,36.8219,10
HSE-1287,2026-04-24,13:20,Kisumu Depot,Maintenance,Day,Chemical Exposure,Chemical Exposure event reported at Kisumu Depot during day shift. Credible worst case could be life-altering.,First Aid,True,False,False,True,3,1,True,80.6,93.9,984,-0.0917,34.768,3
HSE-1288,2026-04-24,00:00,Mandera Depot,Utilities,Night,Slip / Trip,Worker slipped near transfer walkway at Mandera Depot during night shift.,Restricted Work,True,False,False,False,2,5,True,96.4,84.5,1171,3.9373,41.8569,10
HSE-1289,2026-04-25,09:10,Kakamega Depot,Maintenance,Day,Manual Handling,Manual Handling event reported at Kakamega Depot during day shift.,First Aid,False,False,False,False,1,1,True,93.3,98.0,1318,0.2827,34.7519,1
HSE-1290,2026-04-26,02:40,Nairobi Depot,Operations,Night,Manual Handling,Manual Handling event reported at Nairobi Depot during night shift.,First Aid,False,False,False,False,1,5,True,55.2,92.2,1150,-1.2921,36.8219,5
HSE-1291,2026-04-26,08:30,Nyeri Depot,Operations,Day,Near Miss,Near Miss event reported at Nyeri Depot during day shift.,Near Miss,False,False,True,False,0,4,False,100.0,96.2,1070,-0.4201,36.9476,0
HSE-1292,2026-04-26,13:00,Kakamega Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Kakamega Depot during day shift.,First Aid,True,False,False,False,3,1,True,87.5,82.1,1156,0.2827,34.7519,3
HSE-1293,2026-04-26,17:30,Mandera Depot,Maintenance,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Mandera Depot during day shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,5,3,True,93.1,87.4,1119,3.9373,41.8569,15
HSE-1294,2026-04-27,14:40,Nairobi Depot,Maintenance,Day,Near Miss,Near Miss event reported at Nairobi Depot during day shift.,Near Miss,False,False,True,False,0,4,True,100.0,94.7,962,-1.2921,36.8219,0
HSE-1295,2026-04-27,07:20,Mombasa Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Mombasa Depot during day shift.,Restricted Work,True,False,False,False,3,4,True,83.3,86.7,923,-4.0435,39.6682,12
HSE-1296,2026-04-27,14:00,Wajir Depot,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Wajir Depot during day shift.,Medical Treatment,False,False,False,False,1,5,False,94.4,97.7,1028,1.7471,40.0573,5
HSE-1297,2026-04-28,00:00,Nairobi Depot,Operations,Night,Near Miss,Near Miss event reported at Nairobi Depot during night shift.,Near Miss,False,False,True,False,0,5,True,77.3,89.4,1383,-1.2921,36.8219,0
HSE-1298,2026-04-28,23:00,Nyeri Depot,Logistics,Night,Chemical Exposure,Chemical Exposure event reported at Nyeri Depot during night shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,4,2,True,57.1,86.8,975,-0.4201,36.9476,8
HSE-1299,2026-04-28,01:10,Wajir Depot,Operations,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Wajir Depot during night shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,4,5,True,100.0,92.3,885,1.7471,40.0573,20
HSE-1300,2026-04-28,06:10,Mandera Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Mandera Depot during day shift.,Near Miss,False,False,True,False,0,4,True,88.0,85.5,1097,3.9373,41.8569,0
HSE-1301,2026-04-29,13:40,Nairobi Depot,Operations,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Nairobi Depot during day shift.,Restricted Work,False,False,False,False,1,4,True,92.0,89.9,954,-1.2921,36.8219,4
HSE-1302,2026-04-29,08:00,Nyeri Depot,Operations,Day,Manual Handling,Manual Handling event reported at Nyeri Depot during day shift.,Restricted Work,False,False,False,False,1,5,True,77.8,97.7,912,-0.4201,36.9476,5
HSE-1303,2026-04-30,00:00,Nyeri Depot,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Nyeri Depot during night shift.,First Aid,False,False,False,False,1,2,True,85.7,96.6,1171,-0.4201,36.9476,2
HSE-1304,2026-04-30,12:20,Kakamega Depot,Maintenance,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Kakamega Depot during day shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,4,4,True,73.1,93.9,1024,0.2827,34.7519,16
HSE-1305,2026-04-30,00:00,Mandera Depot,Operations,Night,Manual Handling,Manual Handling event reported at Mandera Depot during night shift.,Medical Treatment,False,False,False,False,1,1,True,90.6,93.6,1291,3.9373,41.8569,1
HSE-1306,2026-05-01,18:20,Mombasa Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Mombasa Depot during day shift.,First Aid,True,False,False,False,3,3,True,67.9,85.2,1102,-4.0435,39.6682,9
HSE-1307,2026-05-01,17:50,Nyeri Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Nyeri Depot during day shift.,First Aid,True,False,False,False,3,5,True,59.4,96.4,1213,-0.4201,36.9476,15
HSE-1308,2026-05-01,12:30,Kisumu Depot,Logistics,Day,Struck By,Struck By event reported at Kisumu Depot during day shift.,Near Miss,False,False,True,False,0,5,True,74.1,82.8,1155,-0.0917,34.768,0
HSE-1309,2026-05-02,18:50,Nairobi Depot,Operations,Day,Manual Handling,Manual Handling event reported at Nairobi Depot during day shift.,Medical Treatment,True,False,False,False,2,5,True,90.0,93.1,1069,-1.2921,36.8219,10
HSE-1310,2026-05-02,00:10,Mombasa Depot,Utilities,Night,Struck By,Struck By event reported at Mombasa Depot during night shift.,Near Miss,False,False,True,False,0,5,True,90.3,98.5,858,-4.0435,39.6682,0
HSE-1311,2026-05-03,08:40,Nairobi Depot,Maintenance,Day,Near Miss,Near Miss event reported at Nairobi Depot during day shift.,Near Miss,False,False,True,False,0,1,True,84.0,89.6,921,-1.2921,36.8219,0
HSE-1312,2026-05-03,01:10,Mombasa Depot,Maintenance,Night,Near Miss,Near Miss event reported at Mombasa Depot during night shift.,Near Miss,False,False,True,False,0,2,True,93.8,85.0,1144,-4.0435,39.6682,0
HSE-1313,2026-05-03,17:30,Mandera Depot,Logistics,Day,Fall From Height,Elevated work task had incomplete edge protection at Mandera Depot.,Medical Treatment,True,True,False,False,3,3,False,100.0,98.8,1001,3.9373,41.8569,9
HSE-1314,2026-05-04,18:30,Kakamega Depot,Utilities,Day,Near Miss,Near Miss event reported at Kakamega Depot during day shift.,Near Miss,False,False,True,False,0,5,True,87.5,88.8,867,0.2827,34.7519,0
HSE-1315,2026-05-04,00:20,Wajir Depot,Operations,Night,Manual Handling,Manual Handling event reported at Wajir Depot during night shift.,First Aid,False,False,False,False,1,5,False,72.7,83.4,1072,1.7471,40.0573,5
HSE-1316,2026-05-05,18:20,Mombasa Depot,Maintenance,Day,Slip / Trip,Worker slipped near transfer walkway at Mombasa Depot during day shift.,Restricted Work,True,False,False,False,2,2,True,100.0,92.5,1368,-4.0435,39.6682,4
HSE-1317,2026-05-05,10:20,Nyeri Depot,Logistics,Day,Fall From Height,Elevated work task had incomplete edge protection at Nyeri Depot. Credible worst case could be life-altering.,First Aid,True,True,False,True,4,1,True,96.8,83.3,1261,-0.4201,36.9476,4
HSE-1318,2026-05-05,23:00,Mandera Depot,Logistics,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Mandera Depot during night shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,4,2,True,96.2,92.8,1323,3.9373,41.8569,8
HSE-1319,2026-05-06,02:00,Nairobi Depot,Utilities,Night,Manual Handling,Manual Handling event reported at Nairobi Depot during night shift.,Restricted Work,True,True,False,False,4,3,True,58.1,91.3,1007,-1.2921,36.8219,12
HSE-1320,2026-05-06,12:20,Mombasa Depot,Operations,Day,Fall From Height,Elevated work task had incomplete edge protection at Mombasa Depot.,Medical Treatment,True,True,False,False,4,4,True,100.0,87.3,954,-4.0435,39.6682,16
HSE-1321,2026-05-06,08:20,Nyeri Depot,Utilities,Day,Equipment Contact,Equipment Contact event reported at Nyeri Depot during day shift.,Restricted Work,True,False,False,False,2,4,True,100.0,88.2,1188,-0.4201,36.9476,8
HSE-1322,2026-05-06,06:30,Kisumu Depot,Utilities,Day,Manual Handling,Manual Handling event reported at Kisumu Depot during day shift.,First Aid,True,True,False,False,5,4,True,66.7,88.8,1182,-0.0917,34.768,20
HSE-1323,2026-05-06,10:20,Kakamega Depot,Operations,Day,Manual Handling,Manual Handling event reported at Kakamega Depot during day shift.,First Aid,True,False,False,False,2,3,True,100.0,85.2,964,0.2827,34.7519,6
HSE-1324,2026-05-07,08:30,Kisumu Depot,Maintenance,Day,Chemical Exposure,Chemical Exposure event reported at Kisumu Depot during day shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,4,3,True,80.0,89.7,1214,-0.0917,34.768,12
HSE-1325,2026-05-07,01:10,Mandera Depot,Logistics,Night,Manual Handling,Manual Handling event reported at Mandera Depot during night shift.,Medical Treatment,True,True,False,False,5,2,True,51.6,93.6,1337,3.9373,41.8569,10
HSE-1326,2026-05-08,02:00,Mombasa Depot,Operations,Night,Fall From Height,Elevated work task had incomplete edge protection at Mombasa Depot. Credible worst case could be life-altering.,First Aid,True,True,False,True,5,5,False,90.3,82.9,1197,-4.0435,39.6682,25
HSE-1327,2026-05-08,23:10,Kisumu Depot,Maintenance,Night,Slip / Trip,Worker slipped near transfer walkway at Kisumu Depot during night shift.,First Aid,False,False,False,False,1,3,True,100.0,83.6,987,-0.0917,34.768,3
HSE-1328,2026-05-09,01:50,Kakamega Depot,Operations,Night,Equipment Contact,Equipment Contact event reported at Kakamega Depot during night shift.,Medical Treatment,True,False,False,False,3,4,True,100.0,92.9,1155,0.2827,34.7519,12
HSE-1329,2026-05-09,09:10,Wajir Depot,Logistics,Day,Manual Handling,Manual Handling event reported at Wajir Depot during day shift.,First Aid,False,False,False,False,1,5,True,51.6,98.6,936,1.7471,40.0573,5
HSE-1330,2026-05-10,00:00,Kisumu Depot,Logistics,Night,Manual Handling,Manual Handling event reported at Kisumu Depot during night shift.,Medical Treatment,True,False,False,False,3,1,False,75.0,95.8,1098,-0.0917,34.768,3
HSE-1331,2026-05-10,07:10,Kakamega Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Kakamega Depot during day shift.,First Aid,True,True,False,False,4,1,True,74.1,91.2,928,0.2827,34.7519,4
HSE-1332,2026-05-11,13:00,Nairobi Depot,Utilities,Day,Near Miss,Near Miss event reported at Nairobi Depot during day shift.,Near Miss,False,False,True,False,0,2,True,77.4,95.1,1024,-1.2921,36.8219,0
HSE-1333,2026-05-11,22:30,Mombasa Depot,Operations,Night,Chemical Exposure,Chemical Exposure event reported at Mombasa Depot during night shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,5,3,False,85.2,95.5,1225,-4.0435,39.6682,15
HSE-1334,2026-05-11,08:10,Nyeri Depot,Operations,Day,Struck By,Struck By event reported at Nyeri Depot during day shift.,First Aid,True,False,False,False,2,3,False,100.0,94.3,1376,-0.4201,36.9476,6
HSE-1335,2026-05-11,01:10,Mandera Depot,Utilities,Night,Fall From Height,Elevated work task had incomplete edge protection at Mandera Depot. Credible worst case could be life-altering.,First Aid,True,True,False,True,5,4,True,78.3,95.2,1309,3.9373,41.8569,20
HSE-1336,2026-05-12,02:50,Nairobi Depot,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Nairobi Depot during night shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,4,5,True,96.7,89.4,1389,-1.2921,36.8219,20
HSE-1337,2026-05-12,17:40,Wajir Depot,Logistics,Day,Manual Handling,Manual Handling event reported at Wajir Depot during day shift.,First Aid,True,False,False,False,2,1,True,87.0,96.4,1327,1.7471,40.0573,2
HSE-1338,2026-05-14,02:30,Mombasa Depot,Utilities,Night,Near Miss,Near Miss event reported at Mombasa Depot during night shift.,Near Miss,False,False,True,False,0,1,True,85.2,82.6,1272,-4.0435,39.6682,0
HSE-1339,2026-05-14,01:00,Kakamega Depot,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Kakamega Depot during night shift.,First Aid,True,False,False,False,3,4,True,78.6,87.7,1088,0.2827,34.7519,12
HSE-1340,2026-05-14,11:30,Mandera Depot,Operations,Day,Near Miss,Near Miss event reported at Mandera Depot during day shift.,Near Miss,False,False,True,False,0,5,False,86.4,89.5,1262,3.9373,41.8569,0
HSE-1341,2026-05-15,22:10,Nairobi Depot,Maintenance,Night,Slip / Trip,Worker slipped near transfer walkway at Nairobi Depot during night shift. Credible worst case could be life-altering.,First Aid,True,False,False,True,3,1,True,78.6,82.7,929,-1.2921,36.8219,3
HSE-1342,2026-05-15,18:20,Kisumu Depot,Logistics,Day,Struck By,Struck By event reported at Kisumu Depot during day shift.,Restricted Work,True,False,False,False,3,4,True,85.7,83.0,1363,-0.0917,34.768,12
HSE-1343,2026-05-15,12:00,Mandera Depot,Operations,Day,Struck By,Struck By event reported at Mandera Depot during day shift.,Lost Time,True,False,False,False,3,1,True,100.0,96.8,1114,3.9373,41.8569,3
HSE-1344,2026-05-16,14:30,Mombasa Depot,Operations,Day,Struck By,Struck By event reported at Mombasa Depot during day shift.,Near Miss,False,False,True,False,0,1,True,90.6,93.8,969,-4.0435,39.6682,0
HSE-1345,2026-05-17,00:00,Nyeri Depot,Operations,Night,Near Miss,Near Miss event reported at Nyeri Depot during night shift.,Near Miss,False,False,True,False,0,2,True,89.7,97.0,1316,-0.4201,36.9476,0
HSE-1346,2026-05-17,01:40,Kakamega Depot,Operations,Night,Near Miss,Near Miss event reported at Kakamega Depot during night shift.,Near Miss,False,False,True,False,0,4,False,96.6,88.3,937,0.2827,34.7519,0
HSE-1347,2026-05-17,16:40,Mandera Depot,Operations,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Mandera Depot during day shift.,Near Miss,False,False,True,False,0,3,True,78.1,97.9,1017,3.9373,41.8569,0
HSE-1348,2026-05-18,06:30,Kisumu Depot,Logistics,Day,Slip / Trip,Worker slipped near transfer walkway at Kisumu Depot during day shift.,Medical Treatment,False,False,False,False,1,2,True,96.0,89.0,1234,-0.0917,34.768,2
HSE-1349,2026-05-19,14:50,Mombasa Depot,Logistics,Day,Equipment Contact,Equipment Contact event reported at Mombasa Depot during day shift.,Restricted Work,True,False,False,False,2,1,True,88.9,98.2,1104,-4.0435,39.6682,2
HSE-1350,2026-05-19,06:20,Kakamega Depot,Logistics,Day,Chemical Exposure,Chemical Exposure event reported at Kakamega Depot during day shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,5,4,True,71.9,85.9,1312,0.2827,34.7519,20
HSE-1351,2026-05-19,10:30,Wajir Depot,Logistics,Day,Struck By,Struck By event reported at Wajir Depot during day shift.,Near Miss,False,False,True,False,0,3,True,80.6,91.4,1170,1.7471,40.0573,0
HSE-1352,2026-05-19,11:00,Mandera Depot,Operations,Day,Equipment Contact,Equipment Contact event reported at Mandera Depot during day shift.,Medical Treatment,True,False,False,False,3,3,True,68.0,95.6,1157,3.9373,41.8569,9
HSE-1353,2026-05-20,08:20,Mombasa Depot,Operations,Day,Equipment Contact,Equipment Contact event reported at Mombasa Depot during day shift.,Medical Treatment,False,False,False,False,1,2,True,74.2,95.3,1276,-4.0435,39.6682,2
HSE-1354,2026-05-21,14:50,Nairobi Depot,Maintenance,Day,Struck By,Struck By event reported at Nairobi Depot during day shift.,First Aid,False,False,False,False,1,2,False,89.3,88.2,1303,-1.2921,36.8219,2
HSE-1355,2026-05-22,01:00,Nairobi Depot,Operations,Night,Struck By,Struck By event reported at Nairobi Depot during night shift.,First Aid,False,False,False,False,1,5,False,71.0,86.9,900,-1.2921,36.8219,5
HSE-1356,2026-05-22,06:30,Mombasa Depot,Maintenance,Day,Struck By,Struck By event reported at Mombasa Depot during day shift.,Medical Treatment,True,True,False,False,4,1,True,90.9,93.6,910,-4.0435,39.6682,4
HSE-1357,2026-05-22,14:20,Kakamega Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Kakamega Depot during day shift.,First Aid,True,True,False,False,5,5,True,96.8,90.2,1047,0.2827,34.7519,25
HSE-1358,2026-05-22,00:00,Wajir Depot,Operations,Night,Manual Handling,Manual Handling event reported at Wajir Depot during night shift.,Restricted Work,True,True,False,False,5,2,True,66.7,93.4,1117,1.7471,40.0573,10
HSE-1359,2026-05-22,01:50,Mandera Depot,Utilities,Night,Slip / Trip,Worker slipped near transfer walkway at Mandera Depot during night shift.,First Aid,False,False,False,False,1,4,True,96.2,96.2,1317,3.9373,41.8569,4
HSE-1360,2026-05-23,23:20,Mombasa Depot,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Mombasa Depot during night shift.,First Aid,False,False,False,False,1,1,True,86.2,92.7,1222,-4.0435,39.6682,1
HSE-1361,2026-05-23,01:40,Nyeri Depot,Operations,Night,Equipment Contact,Equipment Contact event reported at Nyeri Depot during night shift.,First Aid,False,False,False,False,1,2,True,73.3,92.6,909,-0.4201,36.9476,2
HSE-1362,2026-05-23,00:00,Wajir Depot,Operations,Night,Manual Handling,Manual Handling event reported at Wajir Depot during night shift.,Near Miss,False,False,True,False,0,4,True,76.7,98.1,1237,1.7471,40.0573,0
HSE-1363,2026-05-23,00:20,Mandera Depot,Operations,Night,Manual Handling,Manual Handling event reported at Mandera Depot during night shift.,Restricted Work,True,False,False,False,3,2,True,85.7,95.4,1391,3.9373,41.8569,6
HSE-1364,2026-05-24,22:30,Nyeri Depot,Operations,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Nyeri Depot during night shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,5,3,True,68.8,96.6,1352,-0.4201,36.9476,15
HSE-1365,2026-05-25,00:00,Nairobi Depot,Operations,Night,Struck By,Struck By event reported at Nairobi Depot during night shift.,Medical Treatment,False,False,False,False,1,4,True,90.3,90.2,1233,-1.2921,36.8219,4
HSE-1366,2026-05-26,06:20,Nairobi Depot,Maintenance,Day,Manual Handling,Manual Handling event reported at Nairobi Depot during day shift.,Restricted Work,False,False,False,False,1,3,True,69.6,82.1,1125,-1.2921,36.8219,3
HSE-1367,2026-05-26,23:20,Kisumu Depot,Operations,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Kisumu Depot during night shift.,Restricted Work,False,False,False,False,1,1,True,96.7,88.9,1193,-0.0917,34.768,1
